0
"Link(url='https://www.pewresearch.org', text='Home', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-17', text='17', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-18', text='18', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-19', text='19', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-20', text='20', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-21', text='21', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-05/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-06/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-22', text='22', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-23', text='23', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-24', text='24', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-25', text='25', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-26', text='26', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-27', text='27', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-28', text='28', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-29', text='29', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-30', text='30', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-31', text='31', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-32', text='32', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-33', text='33', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-34', text='34', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-07/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-08/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-35', text='35', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-36', text='36', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-37', text='37', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-38', text='38', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-39', text='39', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-40', text='40', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-41', text='41', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-42', text='42', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-43', text='43', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-44', text='44', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-45', text='45', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-46', text='46', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-47', text='47', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-48', text='48', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-09/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-010/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-49', text='49', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-50', text='50', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-51', text='51', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-52', text='52', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-53', text='53', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-54', text='54', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-55', text='55', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-56', text='56', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-57', text='57', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-58', text='58', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-011/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-012/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-59', text='59', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-60', text='60', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-61', text='61', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-62', text='62', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-63', text='63', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-64', text='64', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-65', text='65', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-66', text='66', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-67', text='67', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-68', text='68', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-013/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-014/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-69', text='69', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-70', text='70', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-71', text='71', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-72', text='72', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-73', text='73', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-sidebar-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-74', text='74', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-75', text='75', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-76', text='76', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-015/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-016/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-77', text='77', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-sidebar-03/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-78', text='78', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-79', text='79', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-80', text='80', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-017/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/pf_07-15-19_religiousrestrictions-0-018/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-81', text='81', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-82', text='82', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-83', text='83', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fn-31606-84', text='84', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/?attachment_id=31689', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#increases', text='here', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-1', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-2', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-3', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/france/', text='France', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-4', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/qatar/', text='Qatar', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-5', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-6', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-7', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/egypt/', text='Egypt', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-8', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/2009/127225.htm', text='Comoros', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-9', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/2014religiousfreedom/index.htm?year=2014&dlid=238192', text='Cabo Verde', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-10', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/thailand/', text='Thailand', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-11', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-12', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/turkey/', text='Turkey', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-13', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-14', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/greece/', text='Greece', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-15', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/iceland/', text='Iceland', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-16', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/united-kingdom/', text='United Kingdom', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-17', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/2011religiousfreedom/index.htm?dlid=192659', text='Samoa', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-18', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/samoa/', text='Samoa', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-19', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/eritrea/', text='Eritrea', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-20', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/belarus/', text='Belarus', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-21', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/china-includes-tibet-hong-kong-and-macau/', text='China', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-22', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/saudi-arabia/', text='Saudi Arabia', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-23', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/2012religiousfreedom/index.htm?year=2012&dlid=208322', text='Hungary', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-24', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-25', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2016-report-on-international-religious-freedom/bosnia-and-herzegovina/', text='Bosnia and Herzegovina', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-26', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/2011religiousfreedom/index.htm?dlid=192809', text='France', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-27', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.amnestyusa.org/reports/annual-report-moldova-2013/', text='Annual Report: Moldova 2013', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-28', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/2012religiousfreedom/index.htm?year=2012&dlid=208380', text='United Kingdom', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-29', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/2012religiousfreedom/index.htm?year=2012&dlid=208318', text='Germany', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-30', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-31', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/canada/', text='Canada', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-32', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/jordan/', text='Jordan', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-33', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/04/11/global-restrictions-on-religion-rise-modestly-in-2015-reversing-downward-trend/', text='Global Restrictions on Religion Rise Modestly in 2015, Reversing Downward Trend', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-34', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/maldives/', text='Maldives', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-35', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/laos/', text='Laos', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-36', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/turkmenistan/', text='Turkmenistan', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-37', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/uzbekistan/', text='Uzbekistan', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-38', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/kazakhstan/', text='Kazakhstan', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-39', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/2010_5/168340.htm', text='Spain', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-40', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/spain/', text='Spain', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-41', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.amnesty.org/en/countries/middle-east-and-north-africa/algeria/report-algeria/', text='Annual Report: Algeria 2017/2018', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-42', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-43', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-44', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/china/', text='China', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-45', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/burma/', text='Burma', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-46', text='↩', fragment='', nofollow=False)"
"Link(url='https://2009-2017.state.gov/j/drl/rls/irf/religiousfreedom/index.htm?year=2015&dlid=256225', text='Netherlands', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-47', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/cuba/', text='Cuba', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-48', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.amnesty.org/en/countries/middle-east-and-north-africa/iran/report-iran/', text='Annual Report: Iran 2017/2018', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/russia/', text='Russia', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-49', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.state.gov/reports/2017-report-on-international-religious-freedom/indonesia/', text='Indonesia', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2019/07/15/a-closer-look-at-how-religious-restrictions-have-risen-around-the-world/#fnref-31606-50', text='↩', fragment='', nofollow=False)"
